name,price,review_count,rating,rounded_rating,content_rating,primary_genre,platform,rating-2,rounded_rating,review_count-2,price-2,content_rating-2,genre,platform-2,app_life,net_income
Airbnb,$0.00 ,22302,4,4,4+,Travel,ios,4.4,4.5,359403,$0.00 ,Everyone,Travel & Local,google,9.5," $446,000.00 "
Amazon Prime Video,$0.00 ,43667,4,4,12+,Entertainment,ios,4.2,4,411683,$0.00 ,Teen,Entertainment,google,9," $422,000.00 "
Amex Mobile,$0.00 ,11421,4,4,4+,Finance,ios,4.3,4.5,24729,$0.00 ,Everyone,Finance,google,9.5," $446,000.00 "
Angry Birds 2,$0.00 ,109104,4,4,4+,Games,ios,4.6,4.5,3883589,$0.00 ,Everyone,Casual,google,9.5," $446,000.00 "
Angry Birds Friends,$0.00 ,23655,4,4,4+,Games,ios,4.2,4,829753,$0.00 ,Everyone,Arcade,google,9," $422,000.00 "
Angry Birds Go!,$0.00 ,75793,4,4,4+,Games,ios,4.2,4,3846378,$0.00 ,Everyone,Racing,google,9," $422,000.00 "
Angry Birds Space HD,$0.00 ,39502,4,4,4+,Games,ios,4.5,4.5,43645,$0.00 ,Everyone,Arcade,google,9.5," $446,000.00 "
Ao Oni2,$0.00 ,7,4,4,12+,Games,ios,4.1,4,21223,$0.00 ,Teen,Adventure,google,9," $422,000.00 "
Assassin's Creed Identity,$4.99 ,3517,4,,12+,Games,ios,3.7,,42529,$1.99 ,Teen,Action,google,,
Baldur's Gate: Enhanced Edition,$9.99 ,1454,4,,12+,Games,ios,4.5,,20101,$9.99 ,Teen,Role Playing,google,,
Bejeweled Blitz,$0.00 ,221002,4,4,4+,Games,ios,4.2,4,222664,$0.00 ,Everyone,Puzzle,google,9," $422,000.00 "
Best Buy,$0.00 ,80424,4,4,4+,Shopping,ios,4.4,4.5,186116,$0.00 ,Everyone,Shopping,google,9.5," $446,000.00 "
Bike Unchained,$0.00 ,629,4,4,4+,Games,ios,4.3,4.5,83545,$0.00 ,Everyone,Sports,google,9.5," $446,000.00 "
Candy Crush Jelly Saga,$0.00 ,32395,4,4,4+,Games,ios,4.3,4.5,1300490,$0.00 ,Everyone,Puzzle,google,9.5," $446,000.00 "
Cartoon Wars 3,$0.00 ,979,4,4,12+,Games,ios,4.1,4,137674,$0.00 ,Teen,Role Playing,google,9," $422,000.00 "
Deck Heroes: Legacy,$0.00 ,494,4,4,17+,Games,ios,4.7,4.5,466495,$0.00 ,Teen,Card,google,9.5," $446,000.00 "
diep.io,$0.00 ,9397,4,4,9+,Games,ios,4.1,4,347883,$0.00 ,Everyone,Action,google,9," $422,000.00 "
Does not Commute,$0.00 ,5645,4,4,4+,Games,ios,4,4,154108,$0.00 ,Everyone,Racing,google,9," $422,000.00 "
Don't Starve: Pocket Edition,$4.99 ,3742,4,,9+,Games,ios,4.4,,17988,$4.99 ,Teen,Adventure,google,,
Dr. Panda Farm,$2.99 ,28,4,,4+,Education,ios,4.1,,265,$2.99 ,Everyone,Education;Pretend Play,google,,
Dr. Panda Hospital,$2.99 ,372,4,,4+,Education,ios,4.4,,1091,$2.99 ,Everyone,Education;Pretend Play,google,,
Dr. Panda Supermarket,$2.99 ,342,4,,4+,Education,ios,4.2,,1357,$2.99 ,Everyone,Educational;Pretend Play,google,,
DRAGON BALL Z DOKKAN BATTLE,$0.00 ,5362,4,4,9+,Games,ios,4.1,4,650114,$0.00 ,Teen,Action,google,9," $422,000.00 "
Driving Zone,$0.00 ,298,4,4,4+,Games,ios,4.2,4,51791,$0.00 ,Everyone,Racing,google,9," $422,000.00 "
Dumb Ways to Die 2: The Games,$0.00 ,11295,4,4,12+,Games,ios,4.2,4,1671658,$0.00 ,Teen,Casual,google,9," $422,000.00 "
Endless Ducker,$0.00 ,639,4,4,4+,Games,ios,4.5,4.5,8193,$0.00 ,Everyone,Arcade,google,9.5," $446,000.00 "
Fandango Movies - Times + Tickets,$0.00 ,291787,4,4,4+,Entertainment,ios,4.6,4.5,243747,$0.00 ,Teen,Entertainment,google,9.5," $446,000.00 "
Farming Simulator 14,$0.00 ,3615,4,4,4+,Games,ios,4.5,4.5,530854,$0.00 ,Everyone,Simulation;Action & Adventure,google,9.5," $446,000.00 "
Firefox Focus: The privacy browser,$0.00 ,477,4,4,17+,Utilities,ios,4.4,4.5,36880,$0.00 ,Everyone,Communication,google,9.5," $446,000.00 "
Fitbit,$0.00 ,90496,4,4,4+,Health & Fitness,ios,3.9,4,357417,$0.00 ,Everyone,Health & Fitness,google,9," $422,000.00 "
Get 'Em,$0.99 ,40,4,,9+,Games,ios,4.1,,7904,$0.00 ,Everyone 10+,Action,google,," $(10,000.00)"
Google Classroom,$0.00 ,5942,4,4,4+,Education,ios,4.2,4,69493,$0.00 ,Everyone,Education,google,9," $422,000.00 "
Google Slides,$0.00 ,9920,4,4,4+,Productivity,ios,4.2,4,244567,$0.00 ,Everyone,Productivity,google,9," $422,000.00 "
Google Street View,$0.00 ,1450,4,4,4+,Travel,ios,4.2,4,2129689,$0.00 ,Everyone,Travel & Local,google,9," $422,000.00 "
Grand Theft Auto: San Andreas,$6.99 ,32533,4,,17+,Games,ios,4.4,,348962,$6.99 ,Mature 17+,Action,google,,
Hangouts,$0.00 ,36404,4,4,4+,Social Networking,ios,4,4,3419249,$0.00 ,Everyone,Communication,google,9," $422,000.00 "
Indeed Job Search,$0.00 ,38681,4,4,4+,Business,ios,4.3,4.5,674730,$0.00 ,Everyone,Business,google,9.5," $446,000.00 "
Infinite Painter,$0.00 ,65,4,4,4+,Productivity,ios,4.1,4,36815,$0.00 ,Everyone,Art & Design,google,9," $422,000.00 "
Kik,$0.00 ,260965,4,4,12+,Social Networking,ios,4.3,4.5,2451136,$0.00 ,Teen,Communication,google,9.5," $446,000.00 "
King of Avalon: Dragon Warfare,$0.00 ,3326,4,4,9+,Games,ios,4.2,4,306652,$0.00 ,Everyone 10+,Strategy,google,9," $422,000.00 "
LEGO Batman: DC Super Heroes,$4.99 ,7717,4,,9+,Games,ios,4.2,,2557,$4.99 ,Everyone 10+,Adventure;Action & Adventure,google,,
LEGO® Friends,$4.99 ,400,4,,4+,Games,ios,4.4,,854,$4.99 ,Everyone,Casual;Pretend Play,google,,
LEGO® Juniors Create & Cruise,$0.00 ,6152,4,4,4+,Games,ios,4.1,4,673203,$0.00 ,Everyone,Educational;Action & Adventure,google,9," $422,000.00 "
MARVEL Avengers Academy,$0.00 ,17376,4,4,9+,Games,ios,4.2,4,304106,$0.00 ,Teen,Adventure,google,9," $422,000.00 "
Microsoft PowerPoint,$0.00 ,10939,4,4,4+,Productivity,ios,4.5,4.5,618798,$0.00 ,Everyone,Productivity,google,9.5," $446,000.00 "
My Little Pony: Harmony Quest,$0.00 ,2265,4,4,4+,Entertainment,ios,4.1,4,148295,$0.00 ,Everyone,Casual;Action & Adventure,google,9," $422,000.00 "
NASCAR MOBILE,$0.00 ,16385,4,4,4+,Sports,ios,4.2,4,80900,$0.00 ,Everyone,Sports,google,9," $422,000.00 "
NBA JAM by EA SPORTS™,$4.99 ,21648,4,,4+,Games,ios,4.3,,56444,$4.99 ,Everyone,Sports;Action & Adventure,google,,
NBA LIVE Mobile Basketball,$0.00 ,40619,4,4,4+,Games,ios,4.4,4.5,1690802,$0.00 ,Everyone,Sports,google,9.5," $446,000.00 "
Out There Chronicles - Ep. 1,$1.99 ,87,4,,12+,Games,ios,4.4,,1516,$2.99 ,Everyone,Role Playing,google,,
Peggle Blast,$0.00 ,11528,4,4,9+,Games,ios,4.1,4,166251,$0.00 ,Everyone,Card,google,9," $422,000.00 "
"Please, Don't Touch Anything",$4.99 ,379,4,,9+,Games,ios,4.4,,1771,$4.99 ,Teen,Puzzle,google,,
Puffin Web Browser,$0.00 ,11677,4,4,17+,Utilities,ios,4.3,4.5,541389,$0.00 ,Everyone,Communication,google,9.5," $446,000.00 "
RISK: Global Domination,$0.00 ,5217,4,4,9+,Games,ios,4,4,68559,$0.00 ,Everyone,Board;Action & Adventure,google,9," $422,000.00 "
RollerCoaster Tycoon® Classic,$5.99 ,1794,4,,4+,Games,ios,4.6,,10795,$5.99 ,Everyone,Simulation,google,,
Sago Mini Babies,$2.99 ,70,4,,4+,Education,ios,4.5,,253,$3.99 ,Everyone,Education;Pretend Play,google,,
Shopkins World!,$0.00 ,3047,4,4,4+,Games,ios,4.3,4.5,169609,$0.00 ,Everyone,Arcade;Action & Adventure,google,9.5," $446,000.00 "
Snapseed,$0.00 ,8683,4,4,4+,Photo & Video,ios,4.5,4.5,823109,$0.00 ,Everyone,Photography,google,9.5," $446,000.00 "
SONIC Drive-In,$0.00 ,1645,4,4,4+,Food & Drink,ios,4.3,4.5,19314,$0.00 ,Everyone,Food & Drink,google,9.5," $446,000.00 "
The Simpsons™: Tapped Out,$0.00 ,274501,4,4,12+,Games,ios,4.3,4.5,636995,$0.00 ,Teen,Casual,google,9.5," $446,000.00 "
Tiny Archers,$0.00 ,568,4,4,12+,Games,ios,4.5,4.5,80678,$0.00 ,Mature 17+,Action,google,9.5," $446,000.00 "
T-Mobile,$0.00 ,19977,4,4,4+,Productivity,ios,4.3,4.5,482630,$0.00 ,Everyone,Tools,google,9.5," $446,000.00 "
Tom Loves Angela,$0.99 ,1151,4,,4+,Entertainment,ios,4.1,,1111915,$0.00 ,Everyone,Entertainment,google,," $(10,000.00)"
Tom's Love Letters,$0.00 ,27711,4,4,4+,Entertainment,ios,4.1,4,705805,$0.00 ,Everyone,Entertainment,google,9," $422,000.00 "
True Skate,$1.99 ,11065,4,,4+,Games,ios,4.4,,129409,$1.99 ,Everyone,Sports,google,,
Tumblr,$0.00 ,334293,4,4,17+,Social Networking,ios,4.4,4.5,2955326,$0.00 ,Mature 17+,Social,google,9.5," $446,000.00 "
UNO ™ & Friends,$0.00 ,68911,4,4,9+,Games,ios,4.1,4,1728557,$0.00 ,Everyone,Card,google,9," $422,000.00 "
USAA Mobile,$0.00 ,19946,4,4,4+,Finance,ios,4.5,4.5,100997,$0.00 ,Everyone,Finance,google,9.5," $446,000.00 "
WatchESPN,$0.00 ,159735,4,4,4+,Sports,ios,4.1,4,288809,$0.00 ,Everyone,Sports,google,9," $422,000.00 "
WEB.DE Mail,$0.00 ,168,4,4,4+,Productivity,ios,4.3,4.5,226541,$0.00 ,Everyone,Communication,google,9.5," $446,000.00 "
WWE,$0.00 ,7553,4,4,12+,Entertainment,ios,4.5,4.5,736864,$0.00 ,Teen,Entertainment,google,9.5," $446,000.00 "
XCOM®: Enemy Within,$9.99 ,2855,4,,17+,Games,ios,4.2,,13752,$9.99 ,Mature 17+,Strategy,google,,
Allrecipes Dinner Spinner,$0.00 ,109349,3.5,3.5,12+,Food & Drink,ios,4.5,4.5,61881,$0.00 ,Everyone,Food & Drink,google,9," $422,000.00 "
AnatomyMapp,$9.99 ,23,3.5,,4+,Medical,ios,4.1,,80,$14.99 ,Everyone,Medical,google,,
Boomerang from Instagram,$0.00 ,2373,3.5,3.5,4+,Photo & Video,ios,4.4,4.5,928720,$0.00 ,Everyone,Photography,google,9," $422,000.00 "
Chick-fil-A,$0.00 ,5665,3.5,3.5,4+,Food & Drink,ios,4.3,4.5,28008,$0.00 ,Everyone,Food & Drink,google,9," $422,000.00 "
Citi Mobile®,$0.00 ,48822,3.5,3.5,4+,Finance,ios,4,4,78306,$0.00 ,Everyone,Finance,google,8.5," $398,000.00 "
DB Navigator,$0.00 ,512,3.5,3.5,4+,Travel,ios,4,4,119685,$0.00 ,Everyone,Maps & Navigation,google,8.5," $398,000.00 "
DIRECTV,$0.00 ,81006,3.5,3.5,4+,Entertainment,ios,4.1,4,235486,$0.00 ,Teen,Entertainment,google,8.5," $398,000.00 "
Don't Starve: Shipwrecked,$4.99 ,495,3.5,,9+,Games,ios,4.1,,1468,$4.99 ,Teen,Adventure,google,,
Dropbox,$0.00 ,49578,3.5,3.5,4+,Productivity,ios,4.4,4.5,1861310,$0.00 ,Everyone,Productivity,google,9," $422,000.00 "
Edmodo,$0.00 ,7197,3.5,3.5,4+,Education,ios,4.1,4,200058,$0.00 ,Everyone,Education,google,8.5," $398,000.00 "
Facebook,$0.00 ,2974676,3.5,3.5,4+,Social Networking,ios,4.1,4,78158306,$0.00 ,Teen,Social,google,8.5," $398,000.00 "
Geocaching®,$0.00 ,12811,3.5,3.5,4+,Navigation,ios,4.1,4,62616,$0.00 ,Teen,Health & Fitness,google,8.5," $398,000.00 "
Google Earth,$0.00 ,446185,3.5,3.5,4+,Travel,ios,4.3,4.5,2338655,$0.00 ,Everyone,Travel & Local,google,9," $422,000.00 "
Google Translate,$0.00 ,26786,3.5,3.5,4+,Reference,ios,4.4,4.5,5745093,$0.00 ,Everyone,Tools,google,9," $422,000.00 "
I am Bread,$4.99 ,1394,3.5,,4+,Games,ios,4,,630,$4.99 ,Everyone,Adventure,google,,
iFunny :),$0.00 ,98344,3.5,3.5,17+,Entertainment,ios,4.4,4.5,503757,$0.00 ,Mature 17+,Entertainment,google,9," $422,000.00 "
Ingress,$0.00 ,2739,3.5,3.5,9+,Games,ios,4.3,4.5,391325,$0.00 ,Everyone,Adventure,google,9," $422,000.00 "
Just Dance Now,$0.00 ,2535,3.5,3.5,4+,Games,ios,4.2,4,794058,$0.00 ,Everyone,Music,google,8.5," $398,000.00 "
Kids A-Z,$0.00 ,2887,3.5,3.5,4+,Education,ios,4.2,4,26426,$0.00 ,Everyone,Education;Education,google,8.5," $398,000.00 "
LinkedIn,$0.00 ,71856,3.5,3.5,4+,Social Networking,ios,4.2,4,1225339,$0.00 ,Everyone,Social,google,8.5," $398,000.00 "
Mobile Strike,$0.00 ,24935,3.5,3.5,12+,Games,ios,3.9,4,903392,$0.00 ,Everyone 10+,Strategy,google,8.5," $398,000.00 "
NBA,$0.00 ,43682,3.5,3.5,4+,Sports,ios,4.4,4.5,108318,$0.00 ,Everyone,Sports,google,9," $422,000.00 "
NBC News,$0.00 ,32881,3.5,3.5,12+,News,ios,4.1,4,63020,$0.00 ,Everyone 10+,News & Magazines,google,8.5," $398,000.00 "
Netflix,$0.00 ,308844,3.5,3.5,4+,Entertainment,ios,4.4,4.5,5456208,$0.00 ,Teen,Entertainment,google,9," $422,000.00 "
NHL,$0.00 ,15554,3.5,3.5,4+,Sports,ios,4,4,68935,$0.00 ,Everyone,Sports,google,8.5," $398,000.00 "
Nick,$0.00 ,13237,3.5,3.5,4+,Entertainment,ios,4.2,4,123279,$0.00 ,Everyone 10+,Entertainment;Music & Video,google,8.5," $398,000.00 "
PBS KIDS Video,$0.00 ,8651,3.5,3.5,4+,Education,ios,4.2,4,36212,$0.00 ,Everyone,Education;Music & Video,google,8.5," $398,000.00 "
Premier League - Official App,$0.00 ,791,3.5,3.5,12+,Sports,ios,4.3,4.5,63580,$0.00 ,Everyone,Sports,google,9," $422,000.00 "
Puffin Browser Pro,$3.99 ,7565,3.5,,17+,Utilities,ios,4,,18247,$3.99 ,Everyone,Communication,google,,
slither.io,$0.00 ,107817,3.5,3.5,4+,Games,ios,4.4,4.5,5234162,$0.00 ,Everyone,Action,google,9," $422,000.00 "
Speedtest by Ookla,$0.00 ,65016,3.5,3.5,4+,Utilities,ios,4.4,4.5,1028794,$0.00 ,Everyone,Tools,google,9," $422,000.00 "
STARZ,$0.00 ,8971,3.5,3.5,17+,Entertainment,ios,4.3,4.5,88185,$0.00 ,Mature 17+,Entertainment,google,9," $422,000.00 "
TED,$0.00 ,5782,3.5,3.5,12+,Education,ios,4.6,4.5,181893,$0.00 ,Everyone 10+,Education,google,9," $422,000.00 "
Timehop,$0.00 ,49510,3.5,3.5,4+,Social Networking,ios,4.1,4,161610,$0.00 ,Teen,Social,google,8.5," $398,000.00 "
Tinder,$0.00 ,143040,3.5,3.5,17+,Lifestyle,ios,4,4,2789775,$0.00 ,Mature 17+,Lifestyle,google,8.5," $398,000.00 "
Twitter,$0.00 ,354058,3.5,3.5,17+,News,ios,4.3,4.5,11667403,$0.00 ,Mature 17+,News & Magazines,google,9," $422,000.00 "
"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",$0.00 ,16683,3.5,3.5,4+,Sports,ios,4.2,4,75566,$0.00 ,Everyone,Sports,google,8.5," $398,000.00 "
USA TODAY,$0.00 ,61724,3.5,3.5,4+,News,ios,4.1,4,49259,$0.00 ,Everyone 10+,News & Magazines,google,8.5," $398,000.00 "
VSCO,$0.00 ,11174,3.5,3.5,12+,Photo & Video,ios,4.4,4.5,753115,$0.00 ,Everyone,Photography,google,9," $422,000.00 "
YouNow: Live Stream Video Chat,$0.00 ,12079,3.5,3.5,12+,Social Networking,ios,4.1,4,309872,$0.00 ,Teen,Social,google,8.5," $398,000.00 "
Epson iPrint,$0.00 ,2838,3,3,4+,Photo & Video,ios,4.1,4,108169,$0.00 ,Everyone,Tools,google,8," $374,000.00 "
Fly Delta,$0.00 ,8094,3,3,4+,Travel,ios,3.7,3.5,27560,$0.00 ,Everyone,Travel & Local,google,7.5," $350,000.00 "
Google Play Movies & TV,$0.00 ,1195,3,3,12+,Entertainment,ios,3.7,3.5,906384,$0.00 ,Teen,Video Players & Editors,google,7.5," $350,000.00 "
H&M,$0.00 ,687,3,3,4+,Shopping,ios,3.7,3.5,41941,$0.00 ,Everyone,Lifestyle,google,7.5," $350,000.00 "
Mad Libs,$0.00 ,117889,3,3,4+,Entertainment,ios,4,4,8126,$0.00 ,Everyone,Entertainment;Brain Games,google,8," $374,000.00 "
Messenger,$0.00 ,351466,3,3,4+,Social Networking,ios,4.1,4,68025,$0.00 ,Everyone,Social,google,8," $374,000.00 "
myAT&T,$0.00 ,108507,3,3,4+,Utilities,ios,3.7,3.5,80847,$0.00 ,Everyone,Productivity,google,7.5," $350,000.00 "
PAC-MAN,$0.00 ,508808,3,3,4+,Games,ios,4.2,4,685981,$0.00 ,Everyone,Arcade,google,8," $374,000.00 "
Pokémon GO,$0.00 ,257627,3,3,9+,Games,ios,4.1,4,10424925,$0.00 ,Everyone,Adventure,google,8," $374,000.00 "
Redbox,$0.00 ,60236,3,3,12+,Entertainment,ios,4.1,4,115033,$0.00 ,Everyone,Entertainment,google,8," $374,000.00 "
Sky News,$0.00 ,118,3,3,12+,News,ios,4,4,30287,$0.00 ,Everyone 10+,News & Magazines,google,8," $374,000.00 "
Southwest Airlines,$0.00 ,30552,3,3,4+,Travel,ios,3.9,4,24781,$0.00 ,Everyone,Travel & Local,google,8," $374,000.00 "
Thomas & Friends: Race On!,$0.00 ,89,3,3,4+,Games,ios,4.1,4,29319,$0.00 ,Everyone,Casual;Action & Adventure,google,8," $374,000.00 "
Uber,$0.00 ,49466,3,3,4+,Travel,ios,4.2,4,4928420,$0.00 ,Everyone,Maps & Navigation,google,8," $374,000.00 "
Uber Driver,$0.00 ,3289,3,3,4+,Business,ios,4.4,4.5,1254730,$0.00 ,Everyone,Business,google,8.5," $398,000.00 "
Wells Fargo Mobile,$0.00 ,43064,3,3,4+,Finance,ios,4.4,4.5,250706,$0.00 ,Everyone,Finance,google,8.5," $398,000.00 "
Whataburger,$0.00 ,197,3,3,4+,Food & Drink,ios,4.5,4.5,5093,$0.00 ,Everyone,Food & Drink,google,8.5," $398,000.00 "
AirWatch Agent,$0.00 ,1150,2.5,2.5,4+,Business,ios,3.1,3,20973,$0.00 ,Everyone,Business,google,6.5," $302,000.00 "
Battlefield™ Companion,$0.00 ,689,2.5,2.5,12+,Social Networking,ios,4,4,263907,$0.00 ,Everyone 10+,Action,google,7.5," $350,000.00 "
BET NOW - Watch Shows,$0.00 ,967,2.5,2.5,17+,Entertainment,ios,4.2,4,14807,$0.00 ,Teen,Entertainment,google,7.5," $350,000.00 "
MTV,$0.00 ,5987,2.5,2.5,12+,Entertainment,ios,3.8,4,35279,$0.00 ,Teen,Entertainment,google,7.5," $350,000.00 "
My College Bookstore,$0.00 ,225,2.5,2.5,4+,Shopping,ios,3.2,3,661,$0.00 ,Everyone,Shopping,google,6.5," $302,000.00 "
NBC Sports,$0.00 ,47172,2.5,2.5,4+,Sports,ios,3.1,3,78442,$0.00 ,Everyone,Sports,google,6.5," $302,000.00 "
NFL,$0.00 ,27317,2.5,2.5,4+,Sports,ios,4.1,4,459795,$0.00 ,Everyone,Sports,google,7.5," $350,000.00 "
SHOWTIME,$0.00 ,1214,2.5,2.5,17+,Entertainment,ios,4.2,4,12398,$0.00 ,Teen,Entertainment,google,7.5," $350,000.00 "
Snapchat,$0.00 ,323905,2.5,2.5,12+,Photo & Video,ios,4,4,17014787,$0.00 ,Teen,Social,google,7.5," $350,000.00 "
Super Mario Run,$0.00 ,87958,2.5,2.5,4+,Games,ios,3.7,3.5,1221896,$0.00 ,Everyone,Action,google,7," $326,000.00 "
T-Mobile Tuesdays,$0.00 ,3213,2.5,2.5,17+,Lifestyle,ios,4,4,53144,$0.00 ,Everyone,Lifestyle,google,7.5," $350,000.00 "
United Airlines,$0.00 ,5748,2.5,2.5,4+,Travel,ios,3.5,3.5,30447,$0.00 ,Everyone,Travel & Local,google,7," $326,000.00 "
AMC,$0.00 ,3105,2,2,12+,Entertainment,ios,3.2,3,20843,$0.00 ,Teen,Entertainment,google,6," $278,000.00 "
McDonald's,$0.00 ,4050,2,2,4+,Food & Drink,ios,3.6,3.5,145323,$0.00 ,Everyone,Food & Drink,google,6.5," $302,000.00 "
myChevrolet,$0.00 ,1083,2,2,17+,Lifestyle,ios,3.5,3.5,6747,$0.00 ,Everyone,Lifestyle,google,6.5," $302,000.00 "
NCAA Sports,$0.00 ,636,2,2,4+,Sports,ios,3.9,4,4272,$0.00 ,Everyone,Sports,google,7," $326,000.00 "
Peppa Pig: Party Time,$0.99 ,9,2,,4+,Education,ios,3.8,,52,$2.99 ,Everyone,Educational;Pretend Play,google,," $(10,000.00)"
U by BB&T,$0.00 ,790,2,2,4+,Finance,ios,4.3,4.5,16600,$0.00 ,Everyone,Finance,google,7.5," $350,000.00 "
Philips Hue,$0.00 ,1999,1.5,1.5,4+,Lifestyle,ios,3.1,3,10006,$0.00 ,Everyone,Lifestyle,google,5.5," $254,000.00 "
SNCF,$0.00 ,7,1.5,1.5,4+,Travel,ios,3.4,3.5,15750,$0.00 ,Everyone,Travel & Local,google,6," $278,000.00 "
